Depot_ID,Name,Location,GDP Compliance
DEP00807,Worldwide Medical Services,"Bethlehem, Canada",Partial Compliance
DEP00808,United Distribution Logistics,"North Darbyside, Switzerland",Under Remediation
DEP00809,National Depot Services,"Demarioside, France",Non-Compliant
DEP00810,United Delivery Network,"Jacksonville, India",Fully Compliant
DEP00811,Integrated Healthcare Group,"Lake Casey, Poland",Grade A
DEP00812,Prime Storage Alliance,"East Cesar, Germany",Partial Compliance
DEP00813,Worldwide Healthcare International,"Dickensfort, Spain",Grade A
DEP00814,Integrated Pharma Systems,"East Elza, Norway",Under Remediation
DEP00815,United Supply Hub,"West Dustystead, Japan",Non-Compliant
DEP00816,United Transport Hub,"Yucaipa, Spain",Provisional
DEP00817,Alliance Depot Hub,"Murray, Switzerland",Non-Compliant
DEP00818,National Distribution Solutions,"Chino Hills, UK",Under Remediation
DEP00819,Integrated Delivery Services,"Lake Makennachester, Norway",Grade B
DEP00820,Prime Depot Solutions,"Emelyberg, Denmark",Pending Review
DEP00821,Alliance Storage Alliance,"New Vidahaven, Austria",Grade A
DEP00822,Strategic Supply Partners,"Parma, Italy",Under Remediation
DEP00823,Regional Logistics Solutions,"Cronamouth, Belgium",Under Remediation
DEP00824,Global Depot Logistics,"Port Jerrellworth, Singapore",Partial Compliance
DEP00825,Regional Pharma Services,"Stehrmouth, Australia",Fully Compliant
DEP00826,United Storage Hub,"Flatleystad, Austria",Non-Compliant
DEP00827,Prime Medical Systems,"Eugeniacester, Canada",Certified
DEP00828,Prime Storage Logistics,"East Blaise, Switzerland",Under Remediation
DEP00829,United Medical Solutions,"South Theodorefort, Austria",Conditional Approval
DEP00830,Global Supply Logistics,"East Alchester, Switzerland",Grade B
DEP00831,Regional Depot Logistics,"Hesselworth, Germany",Partial Compliance
DEP00832,Worldwide Delivery Network,"Port Libbie, Denmark",Pending Review
DEP00833,United Delivery Alliance,"New Jailyn, Germany",Certified
DEP00834,Central Medical Hub,"West Vicente, Germany",Grade A
DEP00835,Regional Supply Network,"North Chaztown, Austria",Grade C
DEP00836,Global Medical Solutions,"New Marion, Ireland",Grade C
DEP00837,National Logistics Services,"Port Walker, Belgium",Pending Review
DEP00838,United Delivery Group,"North Kalebbury, Austria",Certified
DEP00839,Worldwide Delivery Hub,"Haltom City, Austria",Non-Compliant
DEP00840,Central Delivery International,"Port Annabelle, Germany",Grade C
DEP00841,Strategic Healthcare Logistics,"South Shermanville, Australia",Grade C
DEP00842,Strategic Transport International,"West Elisabethville, Norway",Pending Review
DEP00843,United Depot Solutions,"Hayward, UK",Provisional
DEP00844,Global Pharma Systems,"Fort Yesseniatown, France",Grade B
DEP00845,Integrated Logistics Logistics,"Rempelfurt, South Korea",Grade B
DEP00846,Regional Pharma Hub,"Fort Alvena, Germany",Pending Review
DEP00847,Integrated Distribution Network,"Mesquite, UK",Conditional Approval
DEP00848,Prime Delivery Partners,"New Ottilie, Poland",Non-Compliant
DEP00849,Prime Depot Systems,"Cedar Rapids, Australia",Grade C
DEP00850,Strategic Delivery Group,"North Barry, Poland",Pending Review
DEP00851,Central Medical Systems,"Syracuse, Poland",Provisional
DEP00852,Worldwide Distribution International,"Bernitaboro, Germany",Grade B
DEP00853,Strategic Pharma Services,"Renton, Poland",Provisional
DEP00854,Alliance Pharma Services,"Lake Annabell, Ireland",Partial Compliance
DEP00855,Regional Medical Hub,"East Wilford, France",Under Remediation
DEP00856,Central Depot Systems,"New Alexandria, Mexico",Certified
DEP00857,United Delivery Alliance,"Port Nevachester, India",Non-Compliant
DEP00858,Strategic Delivery Services,"Davie, UK",Non-Compliant
DEP00859,Alliance Healthcare Network,"West Sandraton, Canada",Pending Review
DEP00860,Alliance Delivery Partners,"North Ernesto, Sweden",Pending Review
DEP00861,Integrated Pharma Hub,"Homenickport, China",Under Remediation
DEP00862,Strategic Distribution Group,"Jakubowskistead, China",Certified
DEP00863,Alliance Storage International,"East Keith, USA",Grade B
DEP00864,Central Medical Alliance,"Brownland, Norway",Under Remediation
DEP00865,United Supply Hub,"Port Malloryfort, Brazil",Provisional
DEP00866,Strategic Medical Group,"Gastonia, Ireland",Pending Review
DEP00867,Strategic Transport Solutions,"Diamond Bar, Netherlands",Grade A
DEP00868,Integrated Supply Alliance,"Rippincester, France",Conditional Approval
DEP00869,United Delivery Partners,"Lindboro, South Korea",Non-Compliant
DEP00870,Regional Distribution Hub,"Lake Vivianview, France",Conditional Approval
DEP00871,Alliance Depot Solutions,"South Noeliaworth, Germany",Grade A
DEP00872,Regional Depot Hub,"Hartford, Japan",Conditional Approval
DEP00873,National Depot Hub,"San Tan Valley, France",Under Remediation
DEP00874,Strategic Logistics Network,"New Orland, Switzerland",Partial Compliance
DEP00875,Alliance Delivery International,"Barrowsberg, Australia",Grade C
DEP00876,Global Healthcare Hub,"New Rebeca, Italy",Grade C
DEP00877,Integrated Pharma Partners,"New Britneyberg, France",Certified
DEP00878,Global Delivery Group,"Spokane Valley, Brazil",Non-Compliant
DEP00879,Worldwide Supply Partners,"Fort Wayne, China",Certified
DEP00880,Regional Pharma Logistics,"East Shaylee, Netherlands",Non-Compliant
DEP00881,National Storage Services,"Vandervortfield, Belgium",Grade C
DEP00882,Prime Storage Systems,"Gilbert, Singapore",Conditional Approval
DEP00883,Strategic Supply Partners,"South Freddy, Germany",Grade C
DEP00884,Alliance Medical Systems,"North Thalia, Denmark",Pending Review
DEP00885,Prime Delivery Solutions,"East Madalyn, Sweden",Provisional
DEP00886,Central Medical Systems,"Jaymeburgh, Australia",Conditional Approval
DEP00887,Strategic Storage International,"Aylaview, Italy",Grade C
DEP00888,National Logistics Systems,"Woodbury, Brazil",Conditional Approval
DEP00889,Integrated Logistics Services,"Fort Grady, Norway",Pending Review
DEP00890,Integrated Healthcare Network,"Dickensside, USA",Grade A
DEP00891,Alliance Healthcare Group,"Fort Cassandracester, Italy",Under Remediation
DEP00892,Central Healthcare Solutions,"Jaysonborough, Italy",Conditional Approval
DEP00893,Prime Logistics Solutions,"Lake Wileyville, UK",Certified
DEP00894,United Healthcare Hub,"East Christiana, Sweden",Fully Compliant
DEP00895,United Medical Partners,"Kuhlmanside, Denmark",Fully Compliant
DEP00896,Worldwide Depot Logistics,"Conroyborough, Singapore",Non-Compliant
DEP00897,Prime Delivery Group,"Sophiahaven, China",Grade C
DEP00898,Global Storage Group,"Hintzview, South Korea",Pending Review
DEP00899,Prime Storage Hub,"Spencerside, Spain",Grade A
DEP00900,United Healthcare Group,"Riverview, South Korea",Certified
DEP00901,National Delivery Group,"Riverview, Singapore",Grade C
DEP00902,Alliance Pharma Systems,"Baumbachstead, Ireland",Under Remediation
DEP00903,Worldwide Delivery Services,"Fort Kiarrafurt, Canada",Under Remediation
DEP00904,Strategic Storage Partners,"Michelcester, Australia",Grade B
DEP00905,United Delivery Group,"West Nicklausworth, Japan",Grade A
DEP00906,Regional Logistics Alliance,"La Mesa, Australia",Pending Review
DEP00907,Worldwide Storage Services,"New Ashafort, UK",Provisional
DEP00908,United Storage International,"Lake Yesseniaboro, Australia",Conditional Approval
DEP00909,Integrated Depot International,"Ramonafurt, UK",Grade A
DEP00910,Prime Healthcare Alliance,"Port Darrinhaven, South Korea",Grade B
DEP00911,National Storage International,"Fort Vanessa, China",Grade B
DEP00912,Regional Supply Alliance,"Georgetown, Sweden",Pending Review
DEP00913,United Logistics Group,"Batzworth, Italy",Pending Review
DEP00914,Global Pharma International,"Lake Aronchester, Denmark",Fully Compliant
DEP00915,National Logistics Solutions,"Kareemfield, USA",Partial Compliance
DEP00916,Global Distribution Group,"Guillermoboro, USA",Grade A
DEP00917,Integrated Transport Network,"North Josephinefield, USA",Partial Compliance
DEP00918,Strategic Depot Hub,"Hodkiewiczview, Spain",Non-Compliant
DEP00919,United Transport Logistics,"New Bellechester, Brazil",Under Remediation
DEP00920,Integrated Supply Systems,"Fort Jena, Mexico",Non-Compliant
DEP00921,Central Delivery Group,"Fort Jasperstead, USA",Conditional Approval
DEP00922,Central Supply Solutions,"Corwintown, Australia",Pending Review
DEP00923,Strategic Storage Systems,"Gillianstead, Brazil",Under Remediation
DEP00924,Central Pharma Logistics,"Bismarck, France",Partial Compliance
DEP00925,Alliance Storage Alliance,"Flagstaff, China",Conditional Approval
DEP00926,Strategic Supply Group,"North Johnathonberg, USA",Provisional
DEP00927,National Depot Partners,"Gennaroboro, Singapore",Grade A
DEP00928,United Supply Hub,"Araceliland, Netherlands",Grade A
DEP00929,Central Depot Hub,"South Hill, Poland",Pending Review
DEP00930,National Pharma Alliance,"South Vinnie, Norway",Fully Compliant
DEP00931,Worldwide Pharma International,"Edythland, Germany",Grade C
DEP00932,Global Delivery Alliance,"New Ofeliabury, Belgium",Grade C
DEP00933,Central Storage Alliance,"Huntsville, Germany",Certified
DEP00934,Global Supply Network,"East Octavia, Sweden",Conditional Approval
DEP00935,United Transport Alliance,"Moline, Spain",Under Remediation
DEP00936,Worldwide Depot International,"Huntington, Norway",Pending Review
DEP00937,Strategic Depot Hub,"Yucaipa, Belgium",Non-Compliant
DEP00938,Central Supply Services,"Camarillo, China",Under Remediation
DEP00939,United Storage Partners,"Ernestinafield, Netherlands",Grade C
DEP00940,United Logistics Partners,"Zaneville, UK",Provisional
DEP00941,Central Delivery International,"North Efren, Germany",Non-Compliant
DEP00942,Alliance Medical Alliance,"Madelynnside, Norway",Provisional
DEP00943,Alliance Pharma Partners,"New Nickchester, Canada",Partial Compliance
DEP00944,National Transport Systems,"Fort Cletus, Ireland",Fully Compliant
DEP00945,Central Healthcare Partners,"Walshboro, Japan",Non-Compliant
DEP00946,Global Storage Solutions,"Fort Tabithastead, Netherlands",Grade A
DEP00947,Regional Healthcare International,"North Jordaneton, Mexico",Pending Review
DEP00948,Central Logistics Alliance,"Havenfurt, Belgium",Conditional Approval
DEP00949,National Distribution Services,"Fort Rey, Poland",Conditional Approval
DEP00950,Worldwide Distribution Group,"Colliercester, Poland",Under Remediation
DEP00951,Prime Supply Alliance,"Troytown, Poland",Certified
DEP00952,Regional Supply Services,"West Tierra, Australia",Grade A
DEP00953,Prime Transport Network,"Julianachester, Belgium",Under Remediation
DEP00954,Strategic Medical Services,"North Lucianoland, UK",Grade C
DEP00955,National Storage Solutions,"East Sammyview, Switzerland",Grade A
DEP00956,Regional Transport Group,"New Leifberg, Japan",Non-Compliant
DEP00957,National Medical Network,"West Maximilianview, UK",Provisional
DEP00958,United Supply Services,"Fort Jasonport, Belgium",Under Remediation
DEP00959,Regional Distribution Hub,"Santa Maria, France",Under Remediation
DEP00960,Central Supply Alliance,"North Richland Hills, Canada",Partial Compliance
DEP00961,Worldwide Healthcare International,"Cuyahoga Falls, China",Conditional Approval
DEP00962,National Transport Solutions,"North Rogersboro, Canada",Grade A
DEP00963,Prime Healthcare Systems,"Pharr, Belgium",Grade B
DEP00964,United Depot International,"Darrelcester, Norway",Grade B
DEP00965,National Logistics International,"Fort Worth, Belgium",Grade C
DEP00966,Global Delivery Partners,"Bradenton, Canada",Non-Compliant
DEP00967,Integrated Logistics International,"Alizaview, Canada",Pending Review
DEP00968,Regional Transport Alliance,"South Elinor, Brazil",Pending Review
DEP00969,Strategic Distribution Partners,"Birmingham, Italy",Fully Compliant
DEP00970,Prime Logistics Network,"Maple Grove, France",Grade C
DEP00971,Alliance Medical Partners,"South Donna, Germany",Provisional
DEP00972,National Depot Services,"Port Adolphuston, Switzerland",Pending Review
DEP00973,Alliance Storage International,"Halvorsonshire, UK",Non-Compliant
DEP00974,Prime Delivery Services,"Bakersfield, Belgium",Pending Review
DEP00975,Regional Pharma Hub,"Hermistonfort, Switzerland",Grade B
DEP00976,Alliance Transport Systems,"Tillmanberg, Italy",Conditional Approval
DEP00977,Alliance Delivery Systems,"East Abner, India",Non-Compliant
DEP00978,Regional Transport Services,"New Devanville, Italy",Grade B
DEP00979,United Depot Hub,"Kirkland, Norway",Pending Review
DEP00980,Alliance Healthcare Group,"East Luellatown, Australia",Grade B
DEP00981,Global Logistics Services,"Dearborn, Ireland",Non-Compliant
DEP00982,Regional Transport Systems,"New Brennonshire, Poland",Under Remediation
DEP00983,National Pharma Services,"North Whitney, Poland",Fully Compliant
DEP00984,United Pharma International,"Danielastad, Switzerland",Under Remediation
DEP00985,Global Logistics Systems,"West Carolyneton, China",Non-Compliant
DEP00986,Worldwide Delivery Group,"Jonmouth, India",Under Remediation
DEP00987,Strategic Storage International,"Lake Ransomworth, Singapore",Provisional
DEP00988,Regional Supply Group,"Laredo, Germany",Under Remediation
DEP00989,Worldwide Transport Services,"Springfield, China",Provisional
DEP00990,Integrated Medical Systems,"South Paigeton, Poland",Partial Compliance
DEP00991,Worldwide Logistics Logistics,"New Chaddland, South Korea",Provisional
DEP00992,Worldwide Transport Alliance,"Lake Leila, Australia",Fully Compliant
DEP00993,Strategic Healthcare Logistics,"Lake Spencer, Belgium",Provisional
DEP00994,Central Delivery Partners,"Kennediberg, Spain",Non-Compliant
DEP00995,Regional Pharma Solutions,"Tyler, Spain",Grade B
DEP00996,Strategic Logistics International,"Oakland, Germany",Certified
DEP00997,Strategic Pharma Partners,"Sarinastad, Spain",Under Remediation
DEP00998,Central Transport Network,"Port Sydneytown, India",Certified
DEP00999,Integrated Transport Systems,"Christopfurt, Mexico",Provisional
DEP01000,Central Pharma Group,"Bergeport, Mexico",Grade B
